customer_id,age_group,customer_segment,spending_score,loyalty_tier,avg_order_value,purchase_frequency_30d,discount_affinity,city,state,delivery_zone,dark_store_id,date,day_of_week,is_weekend,hour,time_of_day,temperature_c,rainfall_mm,humidity_pct,weather_condition,festival,festival_flag,local_event_flag,product_id,product_name,brand,category,base_product,pack_size,mrp,unit_cost,unit_price,shelf_life_days,product_rating,review_count,negative_review_rate,product_popularity_score,trend_signal,trend_category,product_views_7d,product_views_30d,add_to_cart_count_7d,purchase_count_7d,previous_purchase_count,repeat_purchase_flag,days_since_last_purchase,sales_1d,sales_7d,sales_30d,historical_demand_30d,demand_trend_pct,demand_status,current_stock,minimum_stock,maximum_stock,stock_turnover_days,days_to_expiry,expiry_risk,stockout_flag,stockout_risk_pct,competitor_1_price,competitor_2_price,competitor_price_gap_pct,competitor_discount_pct,current_discount_pct,promotion_type,promotion_eligible,discount_cost,gross_margin_before_promo,expected_units_without_promo,expected_units_with_promo,expected_revenue_without_promo,expected_revenue_with_promo,expected_profit_without_promo,expected_profit_with_promo,profit_impact_pct,expected_inventory_reduction,clearance_priority_score,recommended_action,scenario
C08390,25-34,Regular,66.8,Silver,733.04,6,0.792,Coimbatore,Tamil Nadu,COI-Z3,COI-DS3,2026-05-03,Sunday,True,6,Morning,26.3,1.4,57.3,Clear/Cloudy,,0,0,P0011,Butter Medium,ValueMart,Dairy & Breakfast,Butter,Medium,300,236.25,261.17,365,2.98,62,0.481,54.22,Normal,,33,122,3,2,2,1,28,5,26,107,6.49,4.03,Stable,35,8,55,5.31,22,Low,0,5.86,258.22,249.46,13.95,0,20,% Off,0,52.23,24.92,4,6,1044.68,1253.64,99.68,-163.86,-262.75,6,17.04,REVIEW PRODUCT QUALITY,Competitor_Cheaper
C13877,35-44,Premium,24.4,,300.8,5,0.795,Jaipur,Rajasthan,JAI-Z8,JAI-DS6,2026-06-05,Friday,False,16,Evening,36.7,0.0,53.2,Hot,Ganesh Chaturthi,1,0,P0117,Face Wash Large,FreshChoice,Personal Care,Face Wash,Large,90,62.22,88.52,90,3.69,66,0.272,50.26,Declining,,25,103,1,1,3,0,100,3,23,104,6.01,-5.07,Stable,26,8,58,4.26,64,Low,0,13.64,96.88,82.87,6.82,20,10,Bundle,0,8.85,26.3,3,4,265.56,318.68,78.9,69.8,-12.64,4,16.61,NO PROMOTION,Normal
C11278,35-44,Regular,43.7,Gold,507.6,2,0.297,Visakhapatnam,Andhra Pradesh,VIS-Z4,VIS-DS2,2026-07-25,Saturday,True,0,Night,28.5,0.0,57.4,Clear/Cloudy,,0,0,P0118,Deodorant Small,DailyBasket,Personal Care,Deodorant,Small,400,257.95,340.02,5,3.33,17,0.383,44.22,Normal,,26,90,6,2,0,0,41,1,6,25,3.44,2.55,Stable,30,4,34,8.47,4,Medium,0,0.0,372.92,348.91,-2.55,5,0,,1,0.0,82.07,1,1,340.02,340.02,82.07,82.07,-1.2,1,44.0,NO PROMOTION,Festival_Surge
C04895,35-44,Budget,59.5,Silver,652.74,3,0.052,Lucknow,Uttar Pradesh,LUC-Z2,LUC-DS10,2026-05-27,Wednesday,False,11,Afternoon,18.3,0.0,47.6,Cold,,0,0,P0051,Namkeen Large,UrbanBasket,Snacks,Namkeen,Large,90,71.84,87.93,90,3.3,6,0.343,56.61,Normal,,31,151,4,0,5,1,22,1,10,27,3.31,52.86,Growing,17,5,18,4.99,77,Low,0,7.47,89.73,86.61,1.52,5,0,% Off,1,0.0,16.09,1,1,87.93,87.93,16.09,16.09,-5.85,1,17.9,NO PROMOTION,Overstock
C01426,25-34,Budget,34.3,Silver,476.02,2,0.337,Delhi,Delhi,DEL-Z3,DEL-DS10,2026-07-26,Sunday,True,0,Night,33.6,0.0,62.2,Clear/Cloudy,,0,0,P0111,Soap Large,PremiumSelect,Personal Care,Soap,Large,25,19.56,21.05,365,3.69,16,0.207,46.13,Normal,,29,102,2,1,4,1,23,1,5,13,2.91,52.68,Growing,9,5,34,2.99,154,Low,0,11.82,23.5,22.12,-4.84,0,5,,0,1.05,1.49,1,1,21.05,20.0,1.49,0.44,-82.33,1,9.45,NO PROMOTION,Normal
C05685,35-44,Regular,50.8,Gold,570.27,6,0.418,Ahmedabad,Gujarat,AHM-Z6,AHM-DS9,2026-05-31,Sunday,True,7,Morning,29.8,48.3,98.0,Storm,,0,0,P0126,Detergent Large,ValueMart,Home Care,Detergent,Large,65,35.73,55.81,5,3.04,69,0.356,46.17,Normal,,25,99,3,1,4,0,61,1,9,28,0.96,34.1,Growing,0,2,7,0.0,3,High,1,80.07,59.78,55.81,0.0,0,25,Bundle,1,13.95,20.08,1,2,55.81,83.72,20.08,12.26,-41.84,0,17.5,REPLENISH / AVOID DISCOUNT,Overstock
C12859,25-34,Regular,43.0,Gold,593.4,2,0.534,Coimbatore,Tamil Nadu,COI-Z5,COI-DS5,2026-04-29,Wednesday,False,23,Late Evening,27.9,0.0,61.0,Clear/Cloudy,,0,1,P0096,Sugar Large,PremiumSelect,Staples,Sugar,Large,300,168.95,278.15,180,4.11,15,0.229,44.76,Emerging,Beverages,26,98,1,0,1,0,50,0,0,0,2.44,0.0,Stable,10,2,21,3.94,81,Low,0,8.37,299.49,282.58,-1.57,0,10,Bundle,0,27.82,109.2,0,0,0.0,0.0,0.0,0.0,-100.0,0,20.85,NO PROMOTION,Overstock
C01183,35-44,Occasional,75.5,Silver,705.95,3,0.571,Delhi,Delhi,DEL-Z1,DEL-DS9,2026-07-24,Friday,False,4,Night,35.2,0.0,51.4,Hot,Sankranti,1,1,P0097,Salt Small,DailyBasket,Staples,Salt,Small,400,318.52,390.47,90,3.66,37,0.288,47.2,Normal,,27,81,3,1,3,1,47,4,38,136,6.58,19.32,Stable,4,8,70,2.54,45,Low,1,77.31,409.14,406.0,-3.83,0,0,,0,0.0,71.95,5,5,1952.35,1952.35,359.75,359.75,-0.28,5,7.19,REPLENISH / AVOID DISCOUNT,Stockout_Risk
C13108,25-34,Premium,41.3,Silver,419.1,4,0.326,Nagpur,Maharashtra,NAG-Z4,NAG-DS3,2026-05-26,Tuesday,False,16,Evening,29.4,17.1,75.2,Rain,,0,0,P0162,Baby Wipes Large,NatureBest,Baby Care,Baby Wipes,Large,110,66.71,96.94,90,3.54,11,0.243,49.26,Emerging,Beverages,23,106,2,0,3,1,1,2,16,67,4.9,2.24,Stable,18,3,38,3.6,62,Low,0,16.24,87.9,97.24,10.28,5,0,% Off,1,0.0,30.23,2,2,193.88,193.88,60.46,60.46,-1.63,2,13.11,COMPETITIVE PRICE OFFER,Overstock
C12608,18-24,Regular,43.7,Platinum,559.71,3,0.681,Pune,Maharashtra,PUN-Z7,PUN-DS5,2026-04-01,Wednesday,False,16,Evening,24.4,0.0,52.6,Clear/Cloudy,,0,0,P0023,Oats Medium,DailyBasket,Dairy & Breakfast,Oats,Medium,160,128.17,137.67,30,3.82,17,0.235,51.05,Viral,,216,129,3,1,1,1,49,0,0,1,1.38,-25.0,Stable,8,2,13,5.41,6,Medium,0,0.0,151.71,133.77,2.92,15,0,BOGO,0,0.0,9.5,0,0,0.0,0.0,0.0,0.0,-100.0,0,38.5,NO PROMOTION,Viral_Trend
C07431,35-44,Premium,51.5,Platinum,590.42,7,0.619,Chennai,Tamil Nadu,CHE-Z5,CHE-DS6,2026-06-15,Monday,False,22,Late Evening,32.0,1.7,69.3,Clear/Cloudy,,0,0,P0057,Popcorn Large,ValueMart,Snacks,Popcorn,Large,200,121.19,168.12,60,3.83,167,0.271,56.34,Normal,,34,155,5,2,1,0,94,0,1,2,2.07,45.71,Growing,16,2,15,7.37,29,Low,0,4.93,160.64,175.38,4.66,0,0,Clearance,1,0.0,46.93,0,0,0.0,0.0,0.0,0.0,-100.0,0,34.33,NO PROMOTION,Festival_Surge
C12668,25-34,Regular,17.3,,426.98,3,0.213,Jaipur,Rajasthan,JAI-Z4,JAI-DS5,2026-07-05,Sunday,True,8,Morning,35.0,2.9,45.9,Clear/Cloudy,,0,0,P0025,Soft Drinks Small,UrbanBasket,Beverages,Soft Drinks,Small,130,72.39,111.32,365,3.24,64,0.373,44.5,Emerging,Collectible Toy,28,95,4,1,3,1,28,1,3,8,2.13,44.16,Growing,6,2,13,2.69,18,Low,0,9.38,121.65,125.6,-8.49,0,0,% Off,0,0.0,38.93,0,0,0.0,0.0,0.0,0.0,-100.0,0,15.68,NO PROMOTION,Normal
C14912,18-24,Regular,52.5,Silver,549.36,2,0.651,Nagpur,Maharashtra,NAG-Z8,NAG-DS6,2026-05-05,Tuesday,False,11,Afternoon,26.9,0.0,52.8,Clear/Cloudy,,0,0,P0126,Detergent Large,ValueMart,Home Care,Detergent,Large,65,35.73,54.06,5,3.08,17,0.45,48.93,Normal,,22,111,2,1,1,1,39,1,9,36,1.78,6.59,Stable,11,2,19,5.85,1,Critical,0,4.09,47.86,56.71,12.95,10,20,BOGO,1,10.81,18.33,1,1,54.06,43.25,18.33,7.52,-61.1,1,46.0,CLEARANCE,Normal
C00567,45-54,Budget,24.5,,325.09,3,0.06,Mumbai,Maharashtra,MUM-Z7,MUM-DS1,2026-05-12,Tuesday,False,3,Night,27.4,0.0,55.6,Clear/Cloudy,,0,0,P0157,Baby Food Small,DailyBasket,Baby Care,Baby Food,Small,400,309.83,377.29,90,3.24,134,0.383,42.34,Normal,,22,86,0,0,2,1,36,0,0,0,2.93,0.0,Stable,13,5,16,4.29,33,Low,0,0.0,385.26,393.38,-2.07,25,0,Bundle,1,0.0,67.46,0,0,0.0,0.0,0.0,0.0,-100.0,0,28.06,NO PROMOTION,Festival_Surge
C13716,18-24,Occasional,66.6,Platinum,771.81,1,0.627,Bengaluru,Karnataka,BEN-Z7,BEN-DS4,2026-05-12,Tuesday,False,23,Late Evening,39.3,0.0,53.0,Hot,,0,0,P0093,Dal Large,UrbanBasket,Staples,Dal,Large,250,140.96,237.87,2,3.61,3,0.301,51.9,Normal,,31,130,8,1,3,0,42,1,4,16,0.77,6.02,Stable,2,2,7,2.3,2,High,1,17.85,232.47,231.59,2.71,0,20,,1,47.57,96.91,1,2,237.87,380.6,96.91,98.68,0.79,2,25.33,CLEARANCE,Low_Demand
C03429,35-44,Premium,75.9,Silver,797.85,6,0.481,Kolkata,West Bengal,KOL-Z8,KOL-DS2,2026-04-27,Monday,False,18,Evening,24.5,0.0,52.4,Clear/Cloudy,,0,0,P0050,Namkeen Medium,UrbanBasket,Snacks,Namkeen,Medium,35,19.5,30.59,365,4.0,28,0.201,47.78,Emerging,Beverages,34,110,5,2,4,1,16,2,5,14,0.94,43.7,Growing,12,2,7,11.54,130,Low,0,0.24,31.97,27.7,15.43,0,0,Bundle,1,0.0,11.09,1,1,30.59,30.59,11.09,11.09,-8.27,1,12.53,COMPETITIVE PRICE OFFER,Competitor_Cheaper
C03231,25-34,Occasional,42.5,,596.75,5,0.755,Bengaluru,Karnataka,BEN-Z7,BEN-DS3,2026-06-15,Monday,False,0,Night,35.8,0.0,65.7,Hot,,0,1,P0076,Mango Small,LocalBrand,Fruits & Vegetables,Mango,Small,160,108.68,133.39,90,3.08,20,0.375,56.09,Normal,,32,151,0,0,3,1,25,1,3,15,2.51,-11.9,Stable,16,2,17,6.13,4,Medium,0,9.84,124.83,136.46,6.86,0,15,% Off,1,20.01,24.71,0,0,0.0,0.0,0.0,0.0,-100.0,0,51.95,REVIEW PRODUCT QUALITY,Normal
C02325,45-54,Premium,66.3,,674.06,4,0.817,Bengaluru,Karnataka,BEN-Z8,BEN-DS8,2026-07-29,Wednesday,False,2,Night,30.6,0.0,56.9,Clear/Cloudy,,0,1,P0026,Soft Drinks Medium,NatureBest,Beverages,Soft Drinks,Medium,75,57.7,64.32,3,4.12,47,0.162,49.54,Normal,,34,117,1,0,2,1,12,1,5,22,1.48,-2.29,Stable,6,2,16,3.8,1,Critical,0,19.29,69.84,72.32,-7.9,20,15,,1,9.65,6.62,1,1,64.32,54.67,6.62,-3.03,-139.76,1,42.14,CLEARANCE,High_Demand
C09708,25-34,Occasional,30.5,Gold,588.61,3,0.244,Vijayawada,Andhra Pradesh,VIJ-Z5,VIJ-DS3,2026-04-25,Saturday,True,15,Afternoon,25.1,15.7,84.1,Rain,,0,0,P0035,Energy Drink Medium,QuickFresh,Beverages,Energy Drink,Medium,90,60.32,79.63,180,3.24,106,0.382,50.31,Viral,,165,93,1,0,0,0,117,4,38,152,6.55,7.0,Stable,26,11,65,3.91,18,Low,1,16.6,86.08,76.82,3.66,0,0,% Off,0,0.0,19.31,5,5,398.15,398.15,96.55,96.55,-1.03,5,12.35,NO PROMOTION,Viral_Trend
C14144,45-54,High_Value,93.6,Platinum,845.47,7,0.706,Kochi,Kerala,KOC-Z6,KOC-DS11,2026-05-15,Friday,False,13,Afternoon,31.3,11.2,91.5,Rain,,0,0,P0045,Chips Large,FreshChoice,Snacks,Chips,Large,250,144.98,215.58,60,3.85,68,0.303,48.75,Normal,,32,115,6,5,5,1,3,1,3,13,1.84,-0.89,Stable,19,2,11,9.79,3,High,0,3.05,237.62,238.86,-9.28,0,0,% Off,1,0.0,70.6,0,0,0.0,0.0,0.0,0.0,-100.0,0,55.94,NO PROMOTION,Normal
C11763,35-44,Regular,56.0,Gold,583.72,5,0.086,Mumbai,Maharashtra,MUM-Z4,MUM-DS1,2026-06-12,Friday,False,17,Evening,28.0,0.0,60.9,Clear/Cloudy,Diwali,1,0,P0063,Banana Large,PremiumSelect,Fruits & Vegetables,Banana,Large,90,50.59,81.33,30,4.15,9,0.159,57.51,Viral,,111,139,1,1,2,0,28,6,27,104,5.16,10.95,Stable,22,4,41,4.18,5,Medium,1,21.05,87.24,87.68,-6.77,10,20,BOGO,0,16.27,30.74,4,6,325.32,390.36,122.96,86.82,-29.96,6,20.47,NO PROMOTION,Viral_Trend
C13386,18-24,Regular,32.4,Gold,547.57,4,0.623,Delhi,Delhi,DEL-Z4,DEL-DS1,2026-04-18,Saturday,True,5,Night,32.2,0.0,56.7,Clear/Cloudy,Onam,1,0,P0112,Toothpaste Small,UrbanBasket,Personal Care,Toothpaste,Small,35,27.14,33.04,90,3.06,34,0.407,44.64,Emerging,Beverages,29,85,2,1,2,1,6,2,13,58,3.79,-3.75,Stable,11,5,37,2.83,83,Low,1,11.81,34.04,30.97,6.68,25,20,% Off,0,6.61,5.9,2,3,66.08,79.29,11.8,-2.13,-116.64,3,10.04,REVIEW PRODUCT QUALITY,Normal
C07789,25-34,Deal_Seeker,39.1,Silver,522.74,3,0.376,Chennai,Tamil Nadu,CHE-Z8,CHE-DS2,2026-06-23,Tuesday,False,22,Late Evening,28.4,0.0,53.6,Clear/Cloudy,,0,0,P0153,Soup Large,QuickFresh,Instant & Ready Food,Soup,Large,65,51.67,64.53,60,3.81,11,0.244,42.14,Normal,,29,85,4,2,2,1,37,0,0,0,0.68,0.0,Stable,5,2,7,2.56,13,Low,1,84.87,57.29,67.8,12.64,10,10,Clearance,1,6.45,12.86,0,0,0.0,0.0,0.0,0.0,-100.0,0,9.0,REPLENISH / AVOID DISCOUNT,Stockout_Risk
C03956,45-54,Regular,82.8,Silver,847.22,4,0.431,Kolkata,West Bengal,KOL-Z8,KOL-DS1,2026-06-29,Monday,False,13,Afternoon,16.5,0.0,54.5,Cold,,0,0,P0013,Eggs Small,NatureBest,Dairy & Breakfast,Eggs,Small,400,314.9,397.14,60,3.29,15,0.394,60.53,Normal,,37,176,3,1,2,1,39,1,1,1,2.47,82.14,Growing,13,4,28,5.06,26,Low,0,4.41,366.57,439.31,8.34,5,0,,1,0.0,82.24,0,0,0.0,0.0,0.0,0.0,-100.0,0,28.59,NO PROMOTION,Normal
C00419,35-44,Budget,79.7,Silver,727.27,7,0.698,Pune,Maharashtra,PUN-Z6,PUN-DS4,2026-06-27,Saturday,True,12,Afternoon,29.7,0.0,60.0,Clear/Cloudy,,0,0,P0069,Tomato Large,FreshChoice,Fruits & Vegetables,Tomato,Large,160,105.63,149.64,365,3.96,21,0.158,62.38,Normal,,41,164,8,6,4,1,20,2,24,100,3.8,2.77,Stable,16,6,37,4.1,139,Low,1,9.77,135.07,165.13,10.79,20,0,Coupon,1,0.0,44.01,3,3,448.92,448.92,132.03,132.03,-0.75,3,8.5,COMPETITIVE PRICE OFFER,High_Demand
C11314,25-34,Budget,65.1,,683.94,1,0.599,Nagpur,Maharashtra,NAG-Z8,NAG-DS10,2026-05-29,Friday,False,19,Evening,30.5,0.0,55.7,Clear/Cloudy,,0,0,P0061,Banana Small,QuickFresh,Fruits & Vegetables,Banana,Small,110,78.12,102.72,180,3.33,72,0.45,51.87,Viral,Beverages,36,120,7,3,2,1,24,3,15,62,4.3,-33.88,Declining,21,4,27,4.77,97,Low,0,4.96,108.56,115.85,-5.38,0,0,,1,0.0,24.6,2,2,205.44,205.44,49.2,49.2,-1.99,2,14.71,NO PROMOTION,Declining_Product
C05113,25-34,Premium,66.3,Silver,691.73,2,0.455,Vijayawada,Andhra Pradesh,VIJ-Z2,VIJ-DS10,2026-05-05,Tuesday,False,1,Night,29.3,0.0,54.7,Clear/Cloudy,,0,0,P0043,Chips Small,NatureBest,Snacks,Chips,Small,55,40.06,54.68,15,3.54,93,0.272,47.35,Emerging,Beauty,30,98,3,1,2,0,103,2,18,60,3.78,27.21,Growing,10,4,27,2.58,12,Low,1,3.22,53.35,59.89,2.49,15,0,Clearance,0,0.0,14.62,3,3,164.04,164.04,43.86,43.86,-2.23,3,10.38,NO PROMOTION,Normal
C04476,45-54,Regular,51.9,Silver,585.29,1,0.321,Hyderabad,Telangana,HYD-Z8,HYD-DS9,2026-04-08,Wednesday,False,13,Afternoon,30.7,10.0,69.9,Rain,,0,0,P0095,Sugar Medium,QuickFresh,Staples,Sugar,Medium,65,39.85,56.95,365,3.88,98,0.19,52.0,Normal,,26,123,4,1,2,1,38,2,14,51,2.55,16.67,Stable,7,2,19,2.64,112,Low,1,26.46,57.36,58.09,-0.71,10,5,,0,2.85,17.1,2,2,113.9,108.2,34.2,28.5,-19.03,2,5.29,NO PROMOTION,Normal
C07462,45-54,Premium,46.1,,452.7,5,0.57,Vijayawada,Andhra Pradesh,VIJ-Z5,VIJ-DS3,2026-07-06,Monday,False,13,Afternoon,24.2,0.0,63.5,Clear/Cloudy,,0,0,P0063,Banana Large,PremiumSelect,Fruits & Vegetables,Banana,Large,90,50.59,79.72,30,3.78,93,0.237,49.19,Viral,Collectible Toy,36,120,3,0,3,1,34,0,0,0,0.45,0.0,Stable,3,2,7,5.45,1,Critical,0,0.0,81.26,73.05,9.13,0,15,,1,11.96,29.13,0,0,0.0,0.0,0.0,0.0,-100.0,0,41.0,CLEARANCE,Normal
C13964,25-34,High_Value,75.5,Gold,667.32,6,0.788,Mumbai,Maharashtra,MUM-Z3,MUM-DS6,2026-04-01,Wednesday,False,20,Late Evening,25.1,19.1,79.1,Rain,Diwali,1,0,P0047,Biscuits Medium,LocalBrand,Snacks,Biscuits,Medium,200,146.92,180.17,180,2.96,61,0.378,42.97,Normal,,30,84,2,0,4,1,30,2,8,24,1.91,38.1,Growing,5,3,17,2.49,6,Medium,1,19.62,198.26,166.78,8.03,10,5,,1,9.01,33.25,1,1,180.17,171.16,33.25,24.24,-29.23,1,15.0,REVIEW PRODUCT QUALITY,Festival_Surge
C13087,18-24,Premium,30.5,Platinum,448.32,3,0.76,Kochi,Kerala,KOC-Z1,KOC-DS14,2026-07-11,Saturday,True,7,Morning,32.2,41.6,98.0,Storm,Eid,1,0,P0103,Spices Small,UrbanBasket,Staples,Spices,Small,65,34.88,60.57,180,3.13,46,0.439,43.35,Declining,,28,91,3,2,1,1,19,0,0,0,1.56,-66.17,Declining,15,2,9,9.04,39,Low,0,10.85,57.21,62.0,5.87,15,0,% Off,1,0.0,25.69,0,0,0.0,0.0,0.0,0.0,-100.0,0,31.75,REVIEW PRODUCT QUALITY,Declining_Product
C04759,18-24,Regular,11.7,Platinum,388.48,2,0.662,Mumbai,Maharashtra,MUM-Z4,MUM-DS3,2026-07-03,Friday,False,15,Afternoon,28.3,0.0,64.8,Clear/Cloudy,Onam,1,0,P0017,Cheese Medium,ValueMart,Dairy & Breakfast,Cheese,Medium,90,67.64,74.27,60,3.18,20,0.325,47.62,Viral,Beauty,32,91,2,1,3,0,101,5,27,99,4.86,16.39,Stable,10,4,47,2.02,16,Low,1,30.3,74.31,73.5,1.05,15,25,,0,18.57,6.63,4,5,297.08,278.5,26.52,-59.7,-316.93,5,8.12,NO PROMOTION,Normal
C01648,18-24,Budget,91.2,,868.26,7,0.726,Hyderabad,Telangana,HYD-Z3,HYD-DS8,2026-05-20,Wednesday,False,14,Afternoon,31.9,2.2,63.0,Clear/Cloudy,Raksha Bandhan,1,0,P0070,Onion Small,LocalBrand,Fruits & Vegetables,Onion,Small,90,67.99,84.85,365,3.37,5,0.392,52.5,Normal,,40,124,4,2,3,1,38,2,15,58,4.32,10.3,Stable,16,4,29,1.81,2,Low,1,23.87,77.87,87.93,8.96,15,5,% Off,1,4.24,16.86,2,2,169.7,161.22,33.72,25.24,-27.3,2,5.68,CLEARANCE,Near_Expiry
C02764,45-54,Regular,26.1,Gold,509.84,3,0.521,Visakhapatnam,Andhra Pradesh,VIS-Z4,VIS-DS2,2026-06-12,Friday,False,19,Evening,28.7,0.0,54.2,Clear/Cloudy,,0,0,P0024,Oats Large,QuickFresh,Dairy & Breakfast,Oats,Large,130,77.0,112.1,60,2.81,18,0.465,56.54,Normal,,33,153,1,0,4,0,53,1,5,16,2.33,28.57,Growing,16,2,18,6.58,48,Low,0,14.92,118.47,111.26,0.75,10,0,% Off,1,0.0,35.1,1,1,112.1,112.1,35.1,35.1,-2.77,1,17.43,REVIEW PRODUCT QUALITY,Normal
C05099,45-54,Budget,38.9,,444.98,3,0.699,Mumbai,Maharashtra,MUM-Z5,MUM-DS5,2026-04-19,Sunday,True,14,Afternoon,25.7,0.0,58.9,Clear/Cloudy,Onam,1,0,P0104,Spices Medium,FreshChoice,Staples,Spices,Medium,25,14.31,21.5,90,3.41,32,0.326,49.51,Normal,,36,113,2,0,1,0,77,1,9,40,1.9,-3.32,Stable,13,3,15,6.5,77,Low,0,8.87,23.64,22.89,-6.07,15,20,% Off,1,4.3,7.19,1,1,21.5,17.2,7.19,2.89,-64.71,1,15.56,NO PROMOTION,Normal
C13413,18-24,Budget,19.0,,434.0,5,0.488,Lucknow,Uttar Pradesh,LUC-Z7,LUC-DS10,2026-06-15,Monday,False,10,Morning,22.2,26.2,92.4,Storm,,0,0,P0047,Biscuits Medium,LocalBrand,Snacks,Biscuits,Medium,200,146.92,179.84,180,2.08,56,0.797,44.25,Viral,Snacks,30,88,1,1,5,1,5,1,10,35,4.07,20.68,Stable,32,6,47,7.67,133,Low,0,0.0,166.65,169.92,7.91,10,20,BOGO,0,35.97,32.92,1,1,179.84,143.87,32.92,-3.05,-108.99,1,32.52,REVIEW PRODUCT QUALITY,Bad_Product_Signal
C08592,35-44,Occasional,55.0,Silver,617.49,8,0.734,Bengaluru,Karnataka,BEN-Z7,BEN-DS9,2026-05-09,Saturday,True,15,Afternoon,31.4,0.0,58.8,Clear/Cloudy,Diwali,1,0,P0058,Nuts Small,DailyBasket,Snacks,Nuts,Small,65,51.83,62.46,90,3.32,13,0.365,51.14,Declining,,33,114,6,2,3,1,12,4,24,73,3.22,39.29,Growing,6,4,18,1.81,17,Low,1,35.81,63.22,56.72,10.12,0,15,,1,9.37,10.63,3,4,187.38,212.36,31.89,5.04,-84.68,4,6.89,COMPETITIVE PRICE OFFER,Normal
C13018,45-54,Regular,38.7,,489.04,3,0.427,Kochi,Kerala,KOC-Z7,KOC-DS4,2026-05-28,Thursday,False,5,Night,34.7,0.0,69.8,Clear/Cloudy,,0,0,P0137,Garbage Bags Medium,ValueMart,Home Care,Garbage Bags,Medium,110,85.5,108.76,3,3.63,149,0.287,49.71,Normal,,26,96,5,2,2,1,38,2,31,124,5.77,6.97,Stable,38,5,36,6.47,3,High,0,8.23,99.3,115.61,9.53,0,10,,1,10.88,23.26,4,5,435.04,489.4,93.04,61.9,-34.18,5,32.7,NO PROMOTION,Normal
C08709,18-24,Regular,61.6,Platinum,648.37,5,0.553,Coimbatore,Tamil Nadu,COI-Z6,COI-DS1,2026-05-24,Sunday,True,6,Morning,24.8,0.0,56.7,Clear/Cloudy,,0,1,P0155,Diapers Medium,LocalBrand,Baby Care,Diapers,Medium,130,80.41,110.39,90,4.01,12,0.138,49.35,Emerging,Beverages,27,118,3,3,6,0,64,1,4,13,0.73,25.89,Growing,3,2,7,3.61,46,Low,1,9.37,113.1,112.72,-2.07,0,0,Clearance,0,0.0,29.98,1,1,110.39,110.39,29.98,29.98,-3.23,1,4.49,NO PROMOTION,High_Demand
C10846,55+,Budget,34.1,Silver,486.3,6,0.711,Gurugram,Haryana,GUR-Z2,GUR-DS8,2026-05-31,Sunday,True,3,Night,25.6,0.0,71.6,Clear/Cloudy,,0,1,P0025,Soft Drinks Small,UrbanBasket,Beverages,Soft Drinks,Small,130,72.39,125.05,365,3.21,10,0.403,45.56,Normal,,32,102,2,2,5,1,46,0,0,0,0.83,0.0,Stable,7,2,9,2.15,338,Low,1,96.83,111.03,130.95,12.63,0,15,,1,18.76,52.66,0,0,0.0,0.0,0.0,0.0,-100.0,0,4.21,REPLENISH / AVOID DISCOUNT,Stockout_Risk
C10269,25-34,Regular,62.4,Gold,660.75,0,0.556,Mumbai,Maharashtra,MUM-Z5,MUM-DS9,2026-07-08,Wednesday,False,11,Afternoon,28.2,36.9,98.0,Storm,,0,0,P0010,Butter Small,FreshChoice,Dairy & Breakfast,Butter,Small,45,36.8,41.38,180,3.85,27,0.286,46.13,Normal,,34,99,4,3,2,1,15,2,7,27,3.8,10.0,Stable,16,4,28,4.1,112,Low,0,10.64,39.07,43.43,5.91,15,0,,0,0.0,4.58,1,1,41.38,41.38,4.58,4.58,-17.92,1,16.62,NO PROMOTION,Normal
C04791,45-54,Budget,58.2,Silver,606.47,5,0.444,Indore,Madhya Pradesh,IND-Z4,IND-DS2,2026-06-01,Monday,False,17,Evening,27.8,0.0,56.6,Clear/Cloudy,,0,0,P0004,Curd Small,LocalBrand,Dairy & Breakfast,Curd,Small,35,23.61,33.78,365,3.45,41,0.292,52.63,Normal,,39,133,5,3,1,0,59,1,5,19,2.31,11.04,Stable,6,3,24,2.49,170,Low,0,19.55,35.75,38.82,-5.51,15,20,% Off,0,6.76,10.17,1,1,33.78,27.02,10.17,3.41,-69.47,1,6.41,NO PROMOTION,Normal
C10593,18-24,Deal_Seeker,47.0,Gold,503.18,2,0.64,Chennai,Tamil Nadu,CHE-Z4,CHE-DS14,2026-07-16,Thursday,False,0,Night,31.2,0.0,64.2,Clear/Cloudy,Christmas,1,0,P0161,Baby Wipes Medium,QuickFresh,Baby Care,Baby Wipes,Medium,35,24.85,31.56,30,2.8,10,0.4,45.51,Normal,,23,88,3,0,0,0,44,2,20,64,4.77,32.41,Growing,6,4,54,1.23,10,Low,1,35.55,27.85,32.83,13.32,10,25,,1,7.89,6.71,3,4,94.68,94.68,20.13,-4.72,-122.34,4,9.36,REVIEW PRODUCT QUALITY,Normal
C06045,35-44,Regular,42.4,,582.38,3,0.665,Hyderabad,Telangana,HYD-Z8,HYD-DS2,2026-07-10,Friday,False,1,Night,33.2,23.9,98.0,Rain,,0,0,P0167,Pet Treats Medium,PremiumSelect,Pet Care,Pet Treats,Medium,90,50.37,78.62,365,3.73,96,0.249,43.62,Normal,,20,81,1,1,3,1,25,2,17,53,3.69,35.46,Growing,26,5,42,6.86,64,Low,0,2.37,76.66,79.09,2.56,10,30,,0,23.59,28.25,2,4,157.24,220.12,56.5,18.64,-67.58,4,18.41,NO PROMOTION,Low_Demand
